age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
69,1937, lung cancer,October,2006, politician Fianna Fáil TD for Dublin South (1977–1987) MEP for Leinster (1984–2004),Niall Andrews,Irish,6504.0
88,1918,,October,2006, Labour MP for Sheffield Hillsborough (1974–1992),Martin Flannery,British,6322.0
70,1936, complications from heart surgery,October,2006, president (2000–2001),Valentín Paniagua,Peruvian,14909.0
88,1918,,October,2006, football player (Philadelphia Eagles),Ernie Steele,American,4732.0
90,1916, natural causes,October,2006, Italian female 1936 Olympic champion (80m hurdles),Trebisonda Valla,first,11484.0
82,1924,,October,2006, actor (The City of Lost Children),Daniel Emilfork,French,4790.0
48,1958, metastatic breast cancer,October,2006, graphic author (Cancer Made Me a Shallower Person),Miriam Engelberg,American,4991.0
82,1924,,October,2006, goalkeeper for PSV Eindhoven (1942–1957 1959) and The Netherlands (1953–1954),Lieuwe Steiger,Dutch,2758.0
87,1919, stroke,October,2006, president of the International Ski Federation (1951–1998) International Olympic Committee whistleblower,Marc Hodler,Swiss,10961.0
77,1929, brain hemorrhage,October,2006, cardinal Prefect of the Apostolic Signatura (1999–2004),Mario Francesco Pompedda,Italian,6553.0
79,1927, post cerebral aneurysm,October,2006, actress (House of Wax The Thin Man),Phyllis Kirk,American,9286.0
75,1931, cancer,October,2006, football player (1955–1964),Don Burroughs,American,4872.0
96,1910, natural causes,October,2006, actress (Father Knows Best Star Trek),Jane Wyatt,American,14162.0
81,1925,,October,2006, writer of children's literature,Paul Biegel,Dutch,10318.0
77,1929, pulmonary fibrosis,October,2006, film director (The Thorn Birds),Daryl Duke,Canadian,8607.0
92,1914,,October,2006, cricketer (Hampshire),Howard Lawson,British,3638.0
82,1924,,October,2006, football player (Detroit Lions),Bob Mann,American,28610.0
47,1959, lung cancer,October,2006, drummer and vocalist (The Runaways),Sandy West,American,9617.0
87,1919,,October,2006, Korean president (1979–1980),Choi Kyu-hah,South,7688.0
89,1917,,October,2006, former minister of education,Masayuki Fujio,Japanese,3181.0
84,1922, Alzheimer's disease,October,2006, Tony Award-winning actor (Who's Afraid of Virginia Woolf?),Arthur Hill,Canadian,9469.0
77,1929, cancer of the jaw,October,2006, clergyman Dean of Westminster Abbey (1986–1996),Michael Mayne,British,6763.0
69,1937, Parkinson's disease,October,2006, singer and composer,Bruno Lauzi,Italian,5575.0
89,1917,,October,2006, MHR for Swan (1955–1969),Richard Cleaver,Australian,3326.0
74,1932, cancer,October,2006, composer,Rogério Duprat,Brazilian,4236.0
77,1929,,October,2006, congressman from Idaho (1961–1965),Ralph R. Harding,American,8988.0
91,1915, pneumonia,October,2006, author,Kojima Nobuo,Japanese,4203.0
85,1921, heart attack,October,2006, writer (The Cay),Theodore Taylor,American,4364.0
91,1915, pneumonia,October,2006, of Pakistan (1988–1993),Ghulam Ishaq Khan,President,24503.0
89,1917, heart attack,October,2006, coach of the Boston Celtics (1950–1966),Red Auerbach,American,55532.0
60,1946, pulmonary embolism,October,2006, actress,Tina Aumont,French,4119.0
64,1942,,October,2006, philosopher,György Bence,Hungarian,3080.0
70,1936, heart attack,October,2006, co-manager of Wings (1973–1978) Managing Director of RUG (1978–1988) co-founder of Classic FM,Brian Brolly,British,4886.0
90,1916,,October,2006, anti-fascist,Peter Gingold,German,4363.0
84,1922, stroke,October,2006, scriptwriter (The Quatermass Experiment),Nigel Kneale,British,46929.0
58,1948, bladder cancer,October,2006, bass player (Rose Tattoo),Ian Rilen,Australian,14771.0
83,1923,,October,2006, actress,Aud Schønemann,Norwegian,3178.0
90,1916, heart attack,October,2006, African politician Prime Minister (1978–1984) State President (1984–1989),P. W. Botha,South,30728.0
82,1924, stroke,November,2006, actress (Ben Casey),Bettye Ackerman,American,6342.0
36,1970, overdose,November,2006, guitarist (Azusa Plane),Jason DiEmilio,American,6813.0
40,1966, murder by strangulation,November,2006, actress (Trust Unbelievable Truth) screenwriter director (Waitress),Adrienne Shelly,American,21922.0
81,1925, pneumonia,November,2006, writer (Darkness Visible Confessions of Nat Turner Sophie's Choice),William Styron,American,26421.0
69,1937, drowned,November,2006, President of DLSU-Manila (1991–1994) President of De La Salle Lipa (1995–2003),Rafael Donato,Filipino,8589.0
79,1927,,November,2006, cinematographer and film director (Babette's Feast Me and Charly),Henning Kristiansen,Danish,2914.0
62,1944, heart failure,November,2006, screenwriter (Kiss of the Spider Woman Mishima) brother of Paul Schrader,Leonard Schrader,American,7217.0
92,1914,,November,2006, legislator in the Massachusetts House (1948–1979),Belden Bly,American,5099.0
96,1910,,November,2006, Minister for Defence (1966–1969),Sir Allen Fairhall,Australian,5708.0
82,1924, cancer,November,2006, Iranian ambassador to the United Nations (1971–1979),Fereydoun Hoveyda,Syrian-born,6514.0
81,1925,,November,2006, musician (L'Amour Est Bleu),Paul Mauriat,French,14270.0
68,1938, infection after heart surgery,November,2006, footballer (Peñarol Ecuador) highest scorer in Copa Libertadores,Alberto Spencer,Ecuadorian,12883.0
89,1917,,November,2006, Regius Professor of Ecclesiastical History at Oxford University (1972–1984),John McManners,British,13219.0
63,1943, lung cancer,November,2006, Justice Minister (2000–2005),Chen Ding-nan,Taiwanese,5745.0
87,1919,,November,2006, football quarterback (Detroit Lions),Chuck DeShane,American,4769.0
83,1923,,November,2006, Labour MP (1971–1974),Frank Marsden,British,4424.0
74,1932, illness,November,2006, former footballer (Hamilton Academical Rangers),Bobby Shearer,Scottish,8034.0
85,1921, complications from Alzheimer's disease,November,2006, Democratic Representative for Texas (1955–1963),J. T. Rutherford,American,7496.0
84,1922, natural causes,November,2006, baseball shortstop (New York Giants),Buddy Kerr,American,4377.0
22,1984, shot,November,2006, football player (Miami Hurricanes),Bryan Pata,American,4301.0
87,1919,,November,2006, chairman of D,Brian Thomson,British,4662.0
80,1926, lymphoma,November,2006, cricket team captain (1955–1958),Polly Umrigar,Indian,19453.0
61,1945, cancer,November,2006, film composer (Conan the Barbarian RoboCop Starship Troopers),Basil Poledouris,American,12488.0
93,1913, respiratory arrest,November,2006, 1930s actress (Hell's Angels Svengali),Marian Marsh,American,9441.0
74,1932, complications following heart surgery,November,2006, actress (Bless This House),Diana Coupland,British,6584.0
87,1919, natural causes,November,2006, Academy Award-winning actor (Shane City Slickers),Jack Palance,American,27438.0
68,1938, cancer,November,2006, Defense Minister (1997–2001) the only Marshal of the Russian Federation,Igor Sergeyev,Russian,8645.0
32,1974, metastatic breast cancer,November,2006, actress (Home and Away),Belinda Emmett,Australian,12808.0
90,1916, cancer,November,2006, author (Guns of Normandy) member of the Order of Canada,George G. Blackburn,Canadian,14582.0
93,1913, natural causes,November,2006," songwriter (""Moonlight in Vermont"" ""Susquehanna"")",John Blackburn,American,2900.0
68,1938, cancer,November,2006, cinematographer for Orson Welles (F for Fake The Other Side of the Wind),Gary Graver,American,6434.0
77,1929,,November,2006, commander of forces in Rhodesia (1979–1980),Sir John Acland,British,6832.0
82,1924,,November,2006, winner of Sanremo Music Festival (1953),Flo Sandon's,Italian,5297.0
77,1929, heart problems,November,2006, University of Michigan football head coach (1969–1989),Bo Schembechler,American,41834.0
70,1936, cancer,November,2006, politician and lawyer,Ramez Tebet,Brazilian,3501.0
96,1910,,November,2006, assistant and private secretary to King George VI and Queen Elizabeth II (1946–1967),Sir Edward Ford,British,7832.0
77,1929, complications from diabetes,November,2006, journalist and ambassador to Kenya (1989–1993),Smith Hempstone,American,8447.0
71,1935, leukemia,November,2006, journalist director (Ámbito Financiero),Julio Ramos,Argentine,3511.0
80,1926, esophageal cancer,November,2006, actor (The Born Losers The Devil's Brigade),Jeremy Slate,American,9335.0
81,1925, complications from leukemia,November,2006, film director (MASH Nashville Short Cuts),Robert Altman,American,85500.0
80,1926,,November,2006, film producer (Never Say Never Again),Kevin McClory,Irish,13863.0
59,1947,,November,2006, entrepreneur,Svein Erik Bakke,Norwegian,2604.0
76,1930, cancer,November,2006, actor (Il Postino Cinema Paradiso),Philippe Noiret,French,23045.0
72,1934, cardiac arrest,November,2006, jazz bassist (Cannonball Adderley Quintet),Walter Booker,American,6874.0
81,1925, aortic aneurysm,November,2006, author (Primal Fear Sharky's Machine),William Diehl,American,4715.0
93,1913, heart attack,November,2006, actress (Number 96),Thelma Scott,Australian,8252.0
75,1931,,November,2006, comic book creator (Pepito),Luciano Bottaro,Italian,4710.0
59,1947, plane crash,November,2006, Toyota engineer (Prius),David Hermance,American,4988.0
86,1920,,November,2006, songwriter,Leo Chiosso,Italian,4979.0
63,1943, complications from diabetes,November,2006, comic book creator (X-Men Legion of Super-Heroes),Dave Cockrum,American,17475.0
65,1941, helicopter crash,November,2006, television station owner and separatist politician,Giorgio Panto,Italian,3527.0
73,1933, natural causes,November,2006, television presenter (Siempre en Domingo),Raúl Velasco,Mexican,11839.0
56,1950, brain cancer,November,2006, author (What You Owe Me),Bebe Moore Campbell,American,7271.0
69,1937, stomach cancer,November,2006, television and film director (Ultraman Ultra Seven),Akio Jissoji,Japanese,5028.0
70,1936, cancer,November,2006, film director (The Harder They Come) and author,Perry Henzell,Jamaican,5772.0
58,1948, metastatic eye cancer,December,2006, actress (Baisers Volés L'Amour en Fuite Topaz),Claude Jade,French,18914.0
59,1947, cancer,December,2006, singer for Shocking Blue (Venus),Mariska Veres,Dutch,8235.0
29,1977, brain cancer,December,2006, singer and songwriter (The Velvet Teen),Logan Whitehurst,American,11720.0
77,1929,,December,2006, Lord Mayor of London (1979–1980),Sir Peter Gadsden,British,6554.0
44,1962, apparent suicide,December,2006, actor (NCIS Return of the Jedi),Michael Gilden,American,3710.0
70,1936, heart attack,December,2006, Prime Minister (1989–1992),Han Ahmedow,Turkmen,3170.0
44,1962, stroke,December,2006, musician and lead singer (Mega City Four),Darren Brown,British,6291.0
69,1937, stroke,December,2006, historian labor leader and politician Deputy (1990–1994),Hugo Cores,Uruguayan,6963.0
47,1959, heart failure,December,2006, football player (Miami Dolphins),Andra Franklin,American,3722.0
92,1914, natural causes,December,2006, actress (You Rang M'Lord?),Mavis Pugh,British,5134.0
81,1925, cancer,December,2006, prime minister (1992–1994),Lyuben Berov,Bulgarian,3701.0
80,1926, heart failure,December,2006, United Nations ambassador (1981–1985),Jeane Kirkpatrick,American,35391.0
76,1930,,December,2006, Mayor of Las Vegas (1975–1987),William H. Briare,American,3769.0
81,1925, natural causes,December,2006, head of the Secret Intelligence Service (1982–1985),Sir Colin Figures,British,4622.0
47,1959, car accident,December,2006, baseball shortstop (1984–1993),José Uribe,Dominican,6570.0
91,1915, natural causes,December,2006, actress (To Retire),Koula Agagiotou,Greek,4156.0
87,1919, leukemia,December,2006," singer (""Kiss of Fire"") known for her work on Your Hit Parade",Georgia Gibbs,American,24514.0
93,1913, natural causes,December,2006, acrobat and comedian (The Benny Hill Show),Johnny Hutch,British,5781.0
88,1918, natural causes,December,2006, Archbishop of Palermo (1970–1996),Salvatore Pappalardo,Italian,5673.0
91,1915, complications from heart attack,December,2006, president (1973–1990),Augusto Pinochet,Chilean,87833.0
116,1890, natural causes,December,2006, oldest verified person in the world (2006),Elizabeth Bolden,American,6719.0
78,1928,,December,2006, basketball player (Philadelphia Warriors),Paul Arizin,American,22368.0
71,1935, multiple myeloma,December,2006, actor (Young Frankenstein Everybody Loves Raymond),Peter Boyle,American,26117.0
89,1917, complications from heart failure,December,2006, Governor of Pennsylvania (1967–1971),Raymond P. Shafer,American,12056.0
45,1961, heart attack,December,2006, author (Don't Sweat the Small Stuff),Richard Carlson,American,9976.0
57,1949, throat cancer,December,2006, actor (The Jeffersons),Michael Jonas Evans,American,5804.0
84,1922, lung disease,December,2006, politician leader of Liverpool City Council (1983–1986),John Hamilton,British,6249.0
63,1943, cancer,December,2006, singer,Robert Long,Dutch,8527.0
63,1943, cancer,December,2006, journalist editor of The Spectator (1995–1999),Frank Johnson,British,4073.0
67,1939, car accident,December,2006, Formula One racing driver (1970–1980),Clay Regazzoni,Swiss,28516.0
86,1920, natural causes,December,2006, young adult novelist (Belling the Tiger The Noonday Friends),Mary Stolz,American,7540.0
59,1947, heart attack,December,2006, baseball player and coach from the Netherlands Antilles,Chicho Jesurun,Dutch,4044.0
75,1931,,December,2006, headmaster of Westminster School (1970–1986),John Rae,British,6981.0
93,1913, natural causes,December,2006, baseball player (Washington Senators),Cecil Travis,American,6612.0
68,1938, pneumonia,December,2006, actor,Esko Nikkari,Finnish,4759.0
71,1935, cancer,December,2006, baseball player (Los Angeles Dodgers) MVP of the 1959 World Series,Larry Sherry,American,10045.0
74,1932, myelodysplastic syndrome,December,2006, comedian Governor of Tokyo (1995–1999),Yukio Aoshima,Japanese,7151.0
87,1919, pneumonia,December,2006, biochemist (Harvard University and the Polaroid Corporation),Elkan Blout,American,14444.0
77,1929, kidney failure associated with colon cancer,December,2006, dog show judge (Westminster Kennel Club Dog Show),Anne Rogers Clark,American,4472.0
66,1940, cardiac arrest,December,2006, Communist party secretary (1985–1991) president (1990–2006),Saparmurat Niyazov,Turkmen,33648.0
92,1914, kidney failure,December,2006, lawyer and track athlete world record holder for mile run (1937–1942),Sydney Wooderson,British,9137.0
70,1936, lung failure,December,2006, writer Kossuth Prize winner,Ervin Lázár,Hungarian,4086.0
